Unnamed: 0,vid,video_path,en_srt,zh_srt,age,gender,interests,level,备注,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,zhihu_url
114,115,Video_Finished\115\115_CE.mp4,Video_Finished\115\115_English.srt,Video_Finished\115\115_Chinese.srt,"prek, k12, adult","male, female","Comedy, Pets",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834923292038930433
115,116,Video_Finished\116\116_CE.mp4,Video_Finished\116\116_English.srt,Video_Finished\116\116_Chinese.srt,"k12, adult","male, female","Comedy, Food",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834923360175411201
116,117,Video_Finished\117\117_CE.mp4,Video_Finished\117\117_English.srt,Video_Finished\117\117_Chinese.srt,adult,"male, female","Comedy, Beauty",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834923418954391552
117,118,Video_Finished\118\118_CE.mp4,Video_Finished\118\118_English.srt,Video_Finished\118\118_Chinese.srt,"k12, adult","male, female","Art, DIY & Crafts",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834923466370994178
118,119,Video_Finished\119\119_CE.mp4,Video_Finished\119\119_English.srt,Video_Finished\119\119_Chinese.srt,"k12, adult","male, female","Music, Art",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834923542891855874
119,120,Video_Finished\120\120_CE.mp4,Video_Finished\120\120_English.srt,Video_Finished\120\120_Chinese.srt,"k12, adult","male, female","Art, DIY & Crafts",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834923592657293312
120,121,Video_Finished\121\121_CE.mp4,Video_Finished\121\121_English.srt,Video_Finished\121\121_Chinese.srt,"prek, k12, adult","male, female","Pets, Home & Garden, Education",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834929904220774401
121,122,Video_Finished\122\122_CE.mp4,Video_Finished\122\122_English.srt,Video_Finished\122\122_Chinese.srt,"k12, adult","male, female","Culture, Comedy",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834929958079823873
122,123,Video_Finished\123\123_CE.mp4,Video_Finished\123\123_English.srt,Video_Finished\123\123_Chinese.srt,"k12, adult","male, female","Education, Culture, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834930015822823426
123,124,Video_Finished\124\124_CE.mp4,Video_Finished\124\124_English.srt,Video_Finished\124\124_Chinese.srt,k12,"male, female","Education, Comedy",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834930080427675648
124,125,Video_Finished\125\125_CE.mp4,Video_Finished\125\125_English.srt,Video_Finished\125\125_Chinese.srt,adult,"male, female","Comedy, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834930150363512832
125,126,Video_Finished\126\126_CE.mp4,Video_Finished\126\126_English.srt,Video_Finished\126\126_Chinese.srt,"k12, adult","male, female","Love & Relationships, DIY & Crafts",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834930206558801921
126,127,Video_Finished\127\127_CE.mp4,Video_Finished\127\127_English.srt,Video_Finished\127\127_Chinese.srt,"prek, k12, adult","male, female","Food, Comedy, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834930272770084864
127,128,Video_Finished\128\128_CE.mp4,Video_Finished\128\128_English.srt,Video_Finished\128\128_Chinese.srt,"k12, adult","male, female","DIY & Crafts, Gaming, Home",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834930340021555200
128,129,Video_Finished\129\129_CE.mp4,Video_Finished\129\129_English.srt,Video_Finished\129\129_Chinese.srt,"k12, adult","male, female","Cars & Vehicles, Technology, Science ",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834930404009840640
129,130,Video_Finished\130\130_CE.mp4,Video_Finished\130\130_English.srt,Video_Finished\130\130_Chinese.srt,"prek, k12, adult","male, female",Cars & Vehicles,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834930466639200256
130,131,Video_Finished\131\131_CE.mp4,Video_Finished\131\131_English.srt,Video_Finished\131\131_Chinese.srt,"k12, adult","male, female","Humor, Entertainment, Movies & TV",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834931319739645952
131,132,Video_Finished\132\132_CE.mp4,Video_Finished\132\132_English.srt,Video_Finished\132\132_Chinese.srt,"k12, adult","male, female","Science, Education, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834931510345605120
132,133,Video_Finished\133\133_CE.mp4,Video_Finished\133\133_English.srt,Video_Finished\133\133_Chinese.srt,"prek, k12, adult","male, female","Education, Technology",A1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834931597243195392
133,134,Video_Finished\134\134_CE.mp4,Video_Finished\134\134_English.srt,Video_Finished\134\134_Chinese.srt,"k12, adult","male, female","DIY & Crafts, Home & Garden",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834931666398896129
134,135,Video_Finished\135\135_CE.mp4,Video_Finished\135\135_English.srt,Video_Finished\135\135_Chinese.srt,"k12, adult","male, female","Love & Relationships, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834931752302432256
135,136,Video_Finished\136\136_CE.mp4,Video_Finished\136\136_English.srt,Video_Finished\136\136_Chinese.srt,"k12, adult","male, female","Science, Nature, Thriller",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834931815057596416
136,137,Video_Finished\137\137_CE.mp4,Video_Finished\137\137_English.srt,Video_Finished\137\137_Chinese.srt,"k12, adult","male, female","Cars & Vehicles, Technology, DIY & Crafts, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834932058067169281
137,138,Video_Finished\138\138_CE.mp4,Video_Finished\138\138_English.srt,Video_Finished\138\138_Chinese.srt,"prek, k12, adult","male, female","Cars & Vehicles, Technology, Entertainment, DIY & Crafts",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834932125020856321
138,139,Video_Finished\139\139_CE.mp4,Video_Finished\139\139_English.srt,Video_Finished\139\139_Chinese.srt,"k12, adult","male, female","Travel, Humor, Culture, Lifestyle",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834932189558607873
139,140,Video_Finished\140\140_CE.mp4,Video_Finished\140\140_English.srt,Video_Finished\140\140_Chinese.srt,"k12, adult","male, female","Science, Education, Technology, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1834932255283359748
140,141,Video_Finished\141\141_CE.mp4,Video_Finished\141\141_English.srt,Video_Finished\141\141_Chinese.srt,"k12, adult","male, female","Education, Thriller, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312031189823491
141,142,Video_Finished\142\142_CE.mp4,Video_Finished\142\142_English.srt,Video_Finished\142\142_Chinese.srt,adult,"male, female","Comedy, Pets, News & Politics, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312049607024641
142,143,Video_Finished\143\143_CE.mp4,Video_Finished\143\143_English.srt,Video_Finished\143\143_Chinese.srt,"k12, adult","male, female","Beauty, Fashion, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312088903467008
143,144,Video_Finished\144\144_CE.mp4,Video_Finished\144\144_English.srt,Video_Finished\144\144_Chinese.srt,"k12, adult","male, female","DIY & Crafts, Home & Garden",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312132394192903
144,145,Video_Finished\145\145_CE.mp4,Video_Finished\145\145_English.srt,Video_Finished\145\145_Chinese.srt,adult,"male, female","Travel, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312166133190656
145,146,Video_Finished\146\146_CE.mp4,Video_Finished\146\146_English.srt,Video_Finished\146\146_Chinese.srt,"k12, adult","male, female"," Love & Relationships, Psychology",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312201096892417
146,147,Video_Finished\147\147_CE.mp4,Video_Finished\147\147_English.srt,Video_Finished\147\147_Chinese.srt,"prek, k12, adult","male, female","Pets, Entertainment, Nature, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312241064435712
147,148,Video_Finished\148\148_CE.mp4,Video_Finished\148\148_English.srt,Video_Finished\148\148_Chinese.srt,"k12, adult","male, female","Love & Relationships, Psychology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312426477813760
148,149,Video_Finished\149\149_CE.mp4,Video_Finished\149\149_English.srt,Video_Finished\149\149_Chinese.srt,"k12, adult","male, female",Food,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312484854136833
149,150,Video_Finished\150\150_CE.mp4,Video_Finished\150\150_English.srt,Video_Finished\150\150_Chinese.srt,"prek, k12, adult","male, female","Food, Psychology, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835312543486328833
150,151,Video_Finished\151\151_CE.mp4,Video_Finished\151\151_English.srt,Video_Finished\151\151_Chinese.srt,"k12, adult","male, female","Education, Entertainment, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835326743289946114
151,152,Video_Finished\152\152_CE.mp4,Video_Finished\152\152_English.srt,Video_Finished\152\152_Chinese.srt,"k12, adult","male, female","Gaming, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835326911930327040
152,153,Video_Finished\153\153_CE.mp4,Video_Finished\153\153_English.srt,Video_Finished\153\153_Chinese.srt,"prek, k12, adult","male, female","Music, Thriller, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835326955018387458
153,154,Video_Finished\154\154_CE.mp4,Video_Finished\154\154_English.srt,Video_Finished\154\154_Chinese.srt,"k12, adult","male, female","Gaming, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327014040637440
154,155,Video_Finished\155\155_CE.mp4,Video_Finished\155\155_English.srt,Video_Finished\155\155_Chinese.srt,"prek, k12, adult","male, female","Comedy, Gaming, Humor",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327060383518720
155,156,Video_Finished\156\156_CE.mp4,Video_Finished\156\156_English.srt,Video_Finished\156\156_Chinese.srt,"prek, k12, adult","male, female","Gaming, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327114884288512
156,157,Video_Finished\157\157_CE.mp4,Video_Finished\157\157_English.srt,Video_Finished\157\157_Chinese.srt,"k12, adult","male, female","Travel, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327164859424769
157,158,Video_Finished\158\158_CE.mp4,Video_Finished\158\158_English.srt,Video_Finished\158\158_Chinese.srt,"k12, adult","male, female","Travel, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327265883426817
158,159,Video_Finished\159\159_CE.mp4,Video_Finished\159\159_English.srt,Video_Finished\159\159_Chinese.srt,adult,"male, female","Travel, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327314109550592
159,160,Video_Finished\160\160_CE.mp4,Video_Finished\160\160_English.srt,Video_Finished\160\160_Chinese.srt,"k12, adult",female,Beauty,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327411417399296
160,161,Video_Finished\161\161_CE.mp4,Video_Finished\161\161_English.srt,Video_Finished\161\161_Chinese.srt,"k12, adult",female,"Fashion, Beauty",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327486474448896
161,162,Video_Finished\162\162_CE.mp4,Video_Finished\162\162_English.srt,Video_Finished\162\162_Chinese.srt,"k12, adult","male, female","Humor, Entertainment, Family",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327533530374144
162,163,Video_Finished\163\163_CE.mp4,Video_Finished\163\163_English.srt,Video_Finished\163\163_Chinese.srt,adult,female,"Fashion, Beauty",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327586785431554
163,164,Video_Finished\164\164_CE.mp4,Video_Finished\164\164_English.srt,Video_Finished\164\164_Chinese.srt,"k12, adult","male, female","Comedy, Fashion, Beauty, Humor, Love & Relationships",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327633841328128
164,165,Video_Finished\165\165_CE.mp4,Video_Finished\165\165_English.srt,Video_Finished\165\165_Chinese.srt,adult,"male, female","Fashion, Beauty",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835327739718152195
165,166,Video_Finished\166\166_CE.mp4,Video_Finished\166\166_English.srt,Video_Finished\166\166_Chinese.srt,adult,female,"Fashion, Beauty",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835066535166742530
166,167,Video_Finished\167\167_CE.mp4,Video_Finished\167\167_English.srt,Video_Finished\167\167_Chinese.srt,"k12, adult","male, female","Education, Entertainment, Nature, Science",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835066197038739456
167,168,Video_Finished\168\168_CE.mp4,Video_Finished\168\168_English.srt,Video_Finished\168\168_Chinese.srt,adult,"male, female","DIY & Crafts, Cars & Vehicles",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835058725725011968
168,169,Video_Finished\169\169_CE.mp4,Video_Finished\169\169_English.srt,Video_Finished\169\169_Chinese.srt,adult,"male, female","Fashion, Beauty",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835059111294820353
169,170,Video_Finished\170\170_CE.mp4,Video_Finished\170\170_English.srt,Video_Finished\170\170_Chinese.srt,adult,female,"Fashion, Beauty",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835059467835809792
170,171,Video_Finished\171\171_CE.mp4,Video_Finished\171\171_English.srt,Video_Finished\171\171_Chinese.srt,adult,"male, female","Comedy, Culture, Entertainment, Love & Relationships",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835060907190910976
171,172,Video_Finished\172\172_CE.mp4,Video_Finished\172\172_English.srt,Video_Finished\172\172_Chinese.srt,adult,"male, female","Comedy, Family & Parenting, Psychology, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835061644654436352
172,173,Video_Finished\173\173_CE.mp4,Video_Finished\173\173_English.srt,Video_Finished\173\173_Chinese.srt,"k12, adult","male, female","History, Education, Science, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835061824132882435
173,174,Video_Finished\174\174_CE.mp4,Video_Finished\174\174_English.srt,Video_Finished\174\174_Chinese.srt,"k12, adult","male, female","Education, Science, Technology, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835061978068025345
174,175,Video_Finished\175\175_CE.mp4,Video_Finished\175\175_English.srt,Video_Finished\175\175_Chinese.srt,"k12, adult","male, female","Love & Relationships, Psychology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835062084070694914
175,176,Video_Finished\176\176_CE.mp4,Video_Finished\176\176_English.srt,Video_Finished\176\176_Chinese.srt,"k12, adult","male, female","Philosophy/Psychology, Travel, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835062368238956544
176,177,Video_Finished\177\177_CE.mp4,Video_Finished\177\177_English.srt,Video_Finished\177\177_Chinese.srt,adult,"male, female","Love & Relationships, Motivation/Inspiration",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835062501672366080
177,178,Video_Finished\178\178_CE.mp4,Video_Finished\178\178_English.srt,Video_Finished\178\178_Chinese.srt,adult,"male, female","Marriage, Psychology",C1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835062672628002819
178,179,Video_Finished\179\179_CE.mp4,Video_Finished\179\179_English.srt,Video_Finished\179\179_Chinese.srt,"k12, adult","male, female","Entertainment, Social Media",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835062830946201604
179,180,Video_Finished\180\180_CE.mp4,Video_Finished\180\180_English.srt,Video_Finished\180\180_Chinese.srt,"k12, adult","male, female","Travel, Adventure, Lifestyle",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835063024630759424
180,181,Video_Finished\181\181_CE.mp4,Video_Finished\181\181_English.srt,Video_Finished\181\181_Chinese.srt,"k12, adult","male, female",Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835063360409980928
181,182,Video_Finished\182\182_CE.mp4,Video_Finished\182\182_English.srt,Video_Finished\182\182_Chinese.srt,adult,"male, female","Cars & Vehicles, Technology",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835063537858375680
182,183,Video_Finished\183\183_CE.mp4,Video_Finished\183\183_English.srt,Video_Finished\183\183_Chinese.srt,"k12, adult","male, female","Comedy, Sports, Movies & TV, Humor",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835063635019452416
183,184,Video_Finished\184\184_CE.mp4,Video_Finished\184\184_English.srt,Video_Finished\184\184_Chinese.srt,adult,"male, female",Cars & Vehicles,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835063851797856257
184,185,Video_Finished\185\185_CE.mp4,Video_Finished\185\185_English.srt,Video_Finished\185\185_Chinese.srt,"k12, adult","male, female","Pets, Love & Relationships,",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835063939391692802
185,186,Video_Finished\186\186_CE.mp4,Video_Finished\186\186_English.srt,Video_Finished\186\186_Chinese.srt,adult,"male, female","Cars & Vehicles, Technology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835056690648715266
186,187,Video_Finished\187\187_CE.mp4,Video_Finished\187\187_English.srt,Video_Finished\187\187_Chinese.srt,"k12, adult","male, female","DIY & Crafts, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835057812444680194
187,188,Video_Finished\188\188_CE.mp4,Video_Finished\188\188_English.srt,Video_Finished\188\188_Chinese.srt,adult,"male, female","Comedy, Humor, Love & Relationships, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835068472834539522
188,189,Video_Finished\189\189_CE.mp4,Video_Finished\189\189_English.srt,Video_Finished\189\189_Chinese.srt,adult,"male, female","Cars & Vehicles, Psychology, Entertainment",B2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835068822337507329
189,190,Video_Finished\190\190_CE.mp4,Video_Finished\190\190_English.srt,Video_Finished\190\190_Chinese.srt,adult,"male, female",Cars & Vehicles,A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835069165066665984
190,191,Video_Finished\191\191_CE.mp4,Video_Finished\191\191_English.srt,Video_Finished\191\191_Chinese.srt,adult,"male, female","Comedy, Humor, Love & Relationships, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835069357052534784
191,192,Video_Finished\192\192_CE.mp4,Video_Finished\192\192_English.srt,Video_Finished\192\192_Chinese.srt,"k12, adult","male, female",Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835069508106194946
192,193,Video_Finished\193\193_CE.mp4,Video_Finished\193\193_English.srt,Video_Finished\193\193_Chinese.srt,"k12, adult","male, female",Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835069611709710336
193,194,Video_Finished\194\194_CE.mp4,Video_Finished\194\194_English.srt,Video_Finished\194\194_Chinese.srt,"k12, adult","male, female","Thriller, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835069938454372353
194,195,Video_Finished\195\195_CE.mp4,Video_Finished\195\195_English.srt,Video_Finished\195\195_Chinese.srt,"k12, adult","male, female","DIY & Crafts, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835070169266917376
195,196,Video_Finished\196\196_CE.mp4,Video_Finished\196\196_English.srt,Video_Finished\196\196_Chinese.srt,adult,"male, female","Comedy, Humor, Love & Relationships, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835071870598258688
196,197,Video_Finished\197\197_CE.mp4,Video_Finished\197\197_English.srt,Video_Finished\197\197_Chinese.srt,adult,"male, female","Education, Cars & Vehicles, Technology, Entertainment, Science",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835072260794363905
197,198,Video_Finished\198\198_CE.mp4,Video_Finished\198\198_English.srt,Video_Finished\198\198_Chinese.srt,"k12, adult","male, female",Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835072668346499073
198,199,Video_Finished\199\199_CE.mp4,Video_Finished\199\199_English.srt,Video_Finished\199\199_Chinese.srt,"k12, adult","male, female",Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835072956780376064
199,200,Video_Finished\200\200_CE.mp4,Video_Finished\200\200_English.srt,Video_Finished\200\200_Chinese.srt,"k12, adult","male, female",Technology,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835073057946996739
200,201,Video_Finished\201\201_CE.mp4,Video_Finished\201\201_English.srt,Video_Finished\201\201_Chinese.srt,"k12, adult","male, female","Education, Entertainment, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835073254081036288
201,202,Video_Finished\202\202_CE.mp4,Video_Finished\202\202_English.srt,Video_Finished\202\202_Chinese.srt,adult,"male, female",Cars & Vehicles,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835074080572854273
202,203,Video_Finished\203\203_CE.mp4,Video_Finished\203\203_English.srt,Video_Finished\203\203_Chinese.srt,"k12, adult","male, female","Food, DIY & Crafts, Movies & TV, Entertainment",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835074287255564290
203,204,Video_Finished\204\204_CE.mp4,Video_Finished\204\204_English.srt,Video_Finished\204\204_Chinese.srt,"k12, adult","male, female","Pets, Nature",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835074477119115265
204,205,Video_Finished\205\205_CE.mp4,Video_Finished\205\205_English.srt,Video_Finished\205\205_Chinese.srt,adult,"male, female",DIY & Crafts,B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835074668677165058
205,206,Video_Finished\206\206_CE.mp4,Video_Finished\206\206_English.srt,Video_Finished\206\206_Chinese.srt,adult,"male, female","Cars & Vehicles, Technology",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835308260363747329
206,207,Video_Finished\207\207_CE.mp4,Video_Finished\207\207_English.srt,Video_Finished\207\207_Chinese.srt,adult,"male, female","Comedy, Food, Humor, Love & Relationships",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835309398894977025
207,208,Video_Finished\208\208_CE.mp4,Video_Finished\208\208_English.srt,Video_Finished\208\208_Chinese.srt,"k12, adult","male, female","Movies & TV, Entertainment",A2,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835309917873004545
208,209,Video_Finished\209\209_CE.mp4,Video_Finished\209\209_English.srt,Video_Finished\209\209_Chinese.srt,adult,"male, female","Comedy, Travel, Movies & TV, Humor, Entertainment, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835310341837422593
209,210,Video_Finished\210\210_CE.mp4,Video_Finished\210\210_English.srt,Video_Finished\210\210_Chinese.srt,"k12, adult","male, female","Comedy, Travel, Movies & TV, Humor, Entertainment, Language",B1,,,,,,,,,,,,,,https://lens.zhihu.com/api/v4/videos/1835310802510438400
